id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts57465,Dynasty,SHOW,"Follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42,['drama'],['US'],5.0,tt6128300,7.3,23489.0,79.205,8.177
tm368538,MILF,MOVIE,"Three childhood friends - Elise, Sonia and Cecile - leave for a summer in the South of France to help clear Cecile’s holiday house before it is put up for sale. There, they soon become the prime targets of three horny young men, for whom these single forty-year-old women are much more attractive than girls their age.",2018,,96,"['comedy', 'european']","['BE', 'FR']",,tt7205316,4.8,6693.0,27.112,5.8
ts84932,Super Drags,SHOW,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",2018,TV-MA,25,"['animation', 'comedy', 'fantasy']",['BR'],1.0,tt8912244,5.5,1836.0,4.286,5.148
ts56933,The New Legends of Monkey,SHOW,Follow a teenage girl and a trio of fallen gods on a perilous journey as they attempt to bring an end to a demonic reign of chaos and restore balance to their world. Inspired by the 16th Century Chinese fable “Journey to the West.”,2018,TV-PG,26,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],2.0,tt6807662,6.5,4646.0,26.734,7.179
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,"Puberty Syndrome—a rumored, mysterious syndrome that only affects those in their puberty. For example, a bunny girl suddenly appeared in front of Sakuta Azusagawa. The bunny girl's real identity is Mai Sakurajima, a teenage celebrity who is currently an inactive high school senior. For some reason, her charming figure does not reflect in the eyes of others. In the course of revealing the mystery behind this phenomenon, Sakuta begins to explore his feelings towards Mai. Set in a city where the skies and seas shine, Sakuta unfolds the meaning behind his bizarre encounters on women with the said syndrome.",2018,TV-14,25,"['animation', 'romance', 'thriller', 'drama', 'fantasy']",['JP'],1.0,tt8993398,8.1,13409.0,54.325,8.654
tm244174,Okja,MOVIE,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",2017,PG-13,122,"['drama', 'action', 'scifi']","['KR', 'US']",,tt3967856,7.3,116305.0,18.449,7.4
tm361759,Colette,MOVIE,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.",2018,R,111,"['drama', 'romance', 'history', 'european']","['US', 'GB']",,tt5437928,6.7,24786.0,14.513,6.9
tm348568,Jerry Before Seinfeld,MOVIE,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy.",2017,,61,"['comedy', 'documentation']",['US'],,tt7310906,7.0,5847.0,5.898,7.014
ts74809,Knightfall,SHOW,Go deep into the clandestine world of the legendary brotherhood of warrior monks known as The Knights Templar.,2017,TV-14,44,"['action', 'drama', 'history']",['US'],2.0,tt4555364,6.8,21070.0,27.158,7.078
ts83247,Stay Here,SHOW,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,2018,TV-PG,32,['reality'],['US'],1.0,tt8773338,7.5,1150.0,2.862,6.286
ts57947,Unit 42,SHOW,"The investigations of two police officers from The Brussels Digital Unit, a unit specializing in cybercrime.",2017,,48,"['thriller', 'drama', 'crime', 'european']",['BE'],2.0,tt6136644,6.9,2645.0,18.447,6.271
tm298846,The Incredible Jessica James,MOVIE,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",2017,,83,['comedy'],['US'],,tt5990342,6.5,8179.0,6.813,6.2
tm349006,If Beale Street Could Talk,MOVIE,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",2018,R,120,"['romance', 'drama', 'crime']",['US'],,tt7125860,7.1,47373.0,11.879,6.969
ts78231,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.,2018,TV-MA,45,"['drama', 'thriller', 'crime', 'history', 'music']",['US'],1.0,tt6233618,7.8,8388.0,15.654,7.0
tm366820,Come Sunday,MOVIE,Evangelist Carlton Pearson is ostracized by his church for preaching that there is no Hell.,2018,,106,['drama'],['US'],,tt1690967,6.0,2398.0,7.068,5.9
tm321628,Rip Tide,MOVIE,"There comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. For newly-18 American fashion model Cora, that time is now. She’s moved to an Australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.",2017,,85,"['drama', 'family', 'action', 'thriller']",['AU'],,tt6262764,5.4,3679.0,11.707,6.1
ts78590,The Mechanism,SHOW,A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.,2018,TV-MA,46,"['drama', 'crime', 'thriller']",['BR'],2.0,tt6873658,8.0,36392.0,9.941,7.188
ts82526,Narcos: Mexico,SHOW,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,2018,TV-MA,56,"['drama', 'crime']",['US'],3.0,tt8714904,8.4,86819.0,88.956,7.93
tm406864,Peppermint,MOVIE,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",2018,R,100,"['thriller', 'crime', 'drama', 'action']","['CN', 'US']",,tt6850820,6.5,66846.0,20.467,6.708
tm340994,Mile 22,MOVIE,"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",2018,R,95,"['thriller', 'action']","['CO', 'US', 'CN']",,tt4560436,6.1,82379.0,20.886,6.2
ts84644,Westside,SHOW,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,2018,TV-MA,50,['reality'],['US'],1.0,tt8693758,6.2,168.0,1.134,4.0
ts84785,Dirty John,SHOW,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,2018,TV-MA,44,"['drama', 'crime']",['US'],2.0,tt7945720,7.2,22661.0,16.062,6.947
ts78145,Drug Lords,SHOW,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2018,TV-MA,44,['documentation'],['US'],2.0,tt7935522,6.8,1410.0,7.183,7.3
ts85732,The Final Table,SHOW,Team of chefs vie to impress some of the world's toughest palates as they whip up iconic dishes from different nations in this fast-paced competition.,2018,TV-PG,52,['reality'],['US'],1.0,tt7619858,7.6,4419.0,4.334,6.6
tm320570,Tully,MOVIE,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",2018,R,95,"['comedy', 'drama']","['US', 'CA']",,tt5610554,7.0,57576.0,11.841,6.783
tm437608,Adam Sandler: 100% Fresh,MOVIE,"Adam Sandler takes his comical musical musings back out on the road, from comedy clubs to concert halls to one very unsuspecting subway station.",2018,R,73,"['comedy', 'music']",['US'],,tt9036126,7.5,5471.0,9.905,7.232
tm371959,6 Balloons,MOVIE,"Over the course of one night, a woman drives across LA with her heroin addict brother in search of a detox center, with his two-year-old daughter in tow.",2018,,75,['drama'],['US'],,tt6142496,5.9,4333.0,12.685,6.034
ts85202,Brainchild,SHOW,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",2018,TV-Y7,24,"['family', 'documentation']",['US'],1.0,tt9203042,8.1,449.0,4.012,7.4
tm313149,12 Strong,MOVIE,A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,2018,R,131,"['drama', 'action', 'history', 'war']",['US'],,tt1413492,6.5,84928.0,36.29,6.2
tm244307,Bright,MOVIE,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017,R,117,"['thriller', 'action', 'fantasy', 'scifi', 'crime']",['US'],,tt5519340,6.3,193484.0,25.478,6.167
tm412550,Set It Up,MOVIE,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,2018,R,105,"['comedy', 'romance']",['US'],,tt5304992,6.5,57278.0,12.621,6.9
ts83561,Immortals,SHOW,"Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",2018,TV-MA,47,"['drama', 'scifi', 'action', 'thriller', 'fantasy', 'music']",['TR'],1.0,tt8063174,5.4,3087.0,10.915,6.1
tm366019,BuyBust,MOVIE,"A special forces team is sent to snuff out a drug den, but find themselves trapped inside it after being set-up and betrayed.",2018,,127,"['thriller', 'drama', 'action', 'crime']",['PH'],,tt5938084,5.7,1972.0,6.232,6.0
ts85810,Al Hayba,SHOW,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",2017,TV-PG,44,"['drama', 'action', 'crime', 'romance', 'thriller']",['AE'],5.0,tt8585236,7.4,1455.0,74.878,6.34
ts84200,Best.Worst.Weekend.Ever.,SHOW,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",2018,TV-PG,24,"['comedy', 'family']",['US'],1.0,tt7768010,6.3,324.0,5.398,8.0
tm425889,The Ballad of Buster Scruggs,MOVIE,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",2018,R,132,"['western', 'comedy', 'drama', 'romance']",['US'],,tt7085754,7.3,153654.0,40.286,7.152
tm327053,The Killer,MOVIE,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",2017,,99,"['action', 'western', 'horror']",['BR'],,tt5379294,6.0,2744.0,13.934,6.127
tm320489,Expedition Happiness,MOVIE,A German couple and their dog travel across North America in a school bus searching for a state of pure bliss.,2017,G,96,"['documentation', 'european']",['DE'],,tt6688136,5.9,4673.0,5.978,6.709
tm367185,Won't You Be My Neighbor?,MOVIE,"For more than thirty years, and through his television program, Fred Rogers (1928-2003), host, producer, writer and pianist, accompanied by his puppets and his many friends, spoke directly to young children about some of life's most important issues.",2018,PG-13,95,['documentation'],['US'],,tt7681902,8.4,25061.0,9.86,8.041
ts82192,Samantha!,SHOW,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",2018,TV-MA,28,['comedy'],['BR'],2.0,tt6626676,6.6,532.0,2.399,6.0
ts84346,Falsa identidad,SHOW,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",2018,TV-14,43,"['action', 'crime', 'drama', 'thriller']","['MX', 'US']",2.0,tt8598690,7.0,389.0,85.036,7.5
tm428453,Cities of Last Things,MOVIE,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.",2018,,107,"['drama', 'crime', 'scifi']","['US', 'CN', 'FR', 'TW']",,tt4397342,6.2,1823.0,6.447,6.563
tm232953,Sleight,MOVIE,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.",2017,R,89,"['scifi', 'drama', 'action', 'thriller', 'crime']",['US'],,tt4573516,5.9,8644.0,4.884,5.4
ts57055,Black Lightning,SHOW,"Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",2018,TV-14,41,"['action', 'scifi', 'drama']",['US'],4.0,tt6045840,6.1,24646.0,60.92,7.113
tm375912,Ricky Gervais: Humanity,MOVIE,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2018,R,78,['comedy'],['GB'],,tt7830574,7.9,21748.0,8.227,7.715
tm371619,Sabrina,MOVIE,"Maira lives happily with Aiden, a doll maker and toy company owner. But Vanya, their adopted daughter and Aiden's niece, is still dealing with the loss of her birth mother. After Vanya plays Charlie's Pencil to summon her late mother, strange things begin to happen.",2018,,113,"['horror', 'thriller']","['SG', 'ID', 'MY']",,tt7981492,4.2,1848.0,17.439,5.4
ts58225,The Standups,SHOW,"Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",2017,TV-MA,30,['comedy'],['US'],3.0,tt15250768,6.6,1351.0,4.331,5.6
tm311283,Amy Schumer: The Leather Special,MOVIE,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",2017,,57,['comedy'],['US'],,tt6616074,3.2,10123.0,7.353,4.088
tm431347,Reversing Roe,MOVIE,"Documentary that delves deep into the history of abortion law, revealing the contradictory ways in which women's bodies have been used to further political and ideological agendas.",2018,,99,['documentation'],['US'],,tt8948614,7.5,1729.0,3.984,7.5
tm435487,Suzzanna: Buried Alive,MOVIE,Satria's employees intend to rob his house when he is out of the country but their robbery turns into murder when they find Suzzanna in the house as they bury her body in the backyard.,2018,,125,"['horror', 'drama', 'thriller', 'comedy']",['ID'],,tt9044128,5.5,981.0,4.868,5.3
ts82849,The Kominsky Method,SHOW,"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.",2018,TV-MA,26,"['drama', 'comedy']",['US'],3.0,tt7255502,8.2,41189.0,20.685,7.548
tm355666,Saving Capitalism,MOVIE,Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy.,2017,,73,['documentation'],['US'],,tt6185286,6.8,3313.0,4.795,6.7
tm372891,Chris Rock: Tamborine,MOVIE,"Chris Rock takes the stage for his first comedy special in 10 years, filled with searing observations on fatherhood, infidelity and American politics.",2018,,64,"['comedy', 'documentation']",['US'],,tt8005338,6.6,7246.0,8.319,6.493
tm328443,Illang: The Wolf Brigade,MOVIE,"In 2029, an elite police squad combats an anti-reunification terrorist group while another enemy lurks nearby.",2018,R,139,"['thriller', 'drama', 'action', 'scifi']",['KR'],,tt3967878,5.9,5430.0,18.729,6.302
tm440415,John Leguizamo's Latin History for Morons,MOVIE,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",2018,PG,89,"['comedy', 'documentation']",['US'],,tt9777830,7.4,978.0,3.003,7.5
tm324124,"Oh, Hello on Broadway",MOVIE,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular Broadway comedy show.",2017,,102,['comedy'],['US'],,tt6987652,7.7,3223.0,4.858,6.9
tm405738,Perdida,MOVIE,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.",2018,R,103,"['drama', 'thriller', 'crime']","['AR', 'ES']",,tt7841496,5.6,5082.0,12.942,6.2
ts269185,Cold Case Files,SHOW,"There are over 100,000 cold cases in America, and only about 1% are ever solved. With recent advancements in technology and the methods used to solve these cases, as well as the unwavering dedication of victims’ families, law enforcement and the public, “Cold Case Files” explores the cases that defied the odds.

Each episode of the Emmy-nominated series examines the twists and turns of one murder case that remained unsolved for years, and the critical element that heated it up, leading to the evidence that finally solved it. Featuring interviews with family members, friends, detectives, and others close to the cases, the refreshed classic series examines all facets of the crime and shines a light on a range of voices and victims.",2017,TV-14,43,"['thriller', 'documentation', 'crime']",['US'],3.0,tt6459472,7.9,1441.0,6.031,8.063
ts85659,3Below: Tales of Arcadia,SHOW,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2018,TV-Y7,22,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']",['US'],2.0,tt7736544,7.7,6585.0,17.943,7.354
tm233362,The Discovery,MOVIE,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",2017,,102,"['drama', 'romance', 'scifi', 'thriller']",['US'],,tt5155780,6.2,35443.0,15.176,6.305
tm425884,They'll Love Me When I'm Dead,MOVIE,"As his life comes to its end, famous Hollywood director Orson Welles puts it all on the line at the chance for renewed success with the film The Other Side of the Wind.",2018,,98,['documentation'],['US'],,tt6893836,7.4,5229.0,8.297,7.3
tm413049,Animal World,MOVIE,"Drifting aimlessly through life, Kaisi has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson. All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skin.",2018,R,132,"['drama', 'thriller', 'scifi', 'action', 'fantasy', 'comedy']",['CN'],,tt7946836,6.5,4736.0,18.167,7.183
ts54054,Imposters,SHOW,"Maddie, a persona shifting con-artist who is as beautiful as she is dangerous, leaves her unwitting victims tormented when they realize they have been used and robbed of everything – including their hearts. But things get complicated when her former targets, Ezra, Richard, and Jules team up to track her down.",2017,TV-14,43,"['thriller', 'crime', 'drama', 'comedy']",['US'],2.0,tt5212822,7.8,14272.0,21.709,7.3
ts85175,Girl from Nowhere,SHOW,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",2018,TV-MA,44,"['drama', 'fantasy', 'horror', 'thriller', 'crime']",['TH'],2.0,tt8824648,7.6,5238.0,62.348,8.537
ts57082,White Gold,SHOW,"The story of a double-glazing showroom in Essex in the 80s, led by charismatic Vincent Swan, and his unscrupulous sales team, Brian Fitzpatrick and Martin Lavender.",2017,TV-MA,29,"['comedy', 'european']",['GB'],2.0,tt6010920,7.4,11987.0,9.18,6.9
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua -- if only his mom will let him.,2018,TV-MA,33,"['comedy', 'drama', 'sport']",['MX'],1.0,tt8498114,6.5,852.0,4.83,7.8
ts81208,Charmed,SHOW,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",2018,TV-14,41,"['scifi', 'drama', 'fantasy']",['US'],4.0,tt6394324,4.7,17175.0,65.836,7.387
ts55231,Abstract: The Art of Design,SHOW,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,2017,TV-14,45,['documentation'],['US'],2.0,tt6333098,8.4,5306.0,13.719,7.9
ts81886,All About the Washingtons,SHOW,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.",2018,TV-G,25,"['comedy', 'music']",['US'],1.0,tt7661368,4.7,751.0,2.01,5.222
ts77545,Dope,SHOW,"Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",2017,TV-MA,44,"['war', 'documentation', 'crime', 'thriller', 'comedy', 'drama']",['US'],3.0,tt6545162,7.3,1745.0,10.58,7.143
tm363231,Godzilla: City on the Edge of Battle,MOVIE,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",2018,PG-13,101,"['animation', 'scifi', 'action']",['JP'],,tt8015080,5.8,5114.0,16.807,6.4
tm411958,Ibiza,MOVIE,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018,,94,"['comedy', 'romance']",['US'],,tt3685236,5.2,18180.0,13.178,5.742
tm352774,Voyeur,MOVIE,"Journalism icon Gay Talese reports on Gerald Foos, the Colorado motel owner who allegedly secretly watched his guests with the aid of specially designed ceiling vents, peering down from an ""observation platform"" he built in the motel's attic.",2017,R,95,"['documentation', 'crime', 'drama']",['US'],,tt7588790,6.1,6533.0,11.662,5.962
tm359975,The Chase,MOVIE,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago that may hold the clue to what is happening now.",2017,,110,"['thriller', 'crime', 'drama']",['KR'],,tt8088944,6.6,3283.0,7.693,6.717
tm408104,Greg Davies: You Magnificent Beast,MOVIE,"Greg is back with his first stand up show in four years, and biggest ever tour, You Magnificent Beast.",2018,,66,['comedy'],['GB'],,tt8259682,7.1,2570.0,3.452,6.5
tm360618,The Trader,MOVIE,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty.",2018,,23,['documentation'],['GE'],,tt10455716,,,4.58,6.589
tm414595,Period. End of Sentence.,MOVIE,"In an effort to improve feminine hygiene, a machine that creates low-cost biodegradable sanitary pads is installed in a rural village in Northern India. Using the machine, a group of local women is employed to produce and sell pads, offering them newfound independence and helping to destigmatize menstruation for all.",2018,,26,['documentation'],['US'],,,,,8.705,7.9
ts77799,Rotten,SHOW,This docuseries travels deep into the heart of the food supply chain to reveal unsavory truths and expose hidden forces that shape what we eat.,2018,TV-MA,56,['documentation'],['US'],2.0,tt7763662,7.2,3910.0,5.705,7.3
tm324870,Dude,MOVIE,Four best friends negotiate loss and major life changes during the last two weeks of high school.,2018,,97,"['comedy', 'drama']",['US'],,tt3458510,5.2,6873.0,11.991,5.5
tm349278,Ravenous,MOVIE,"In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them.",2018,,103,"['horror', 'thriller', 'action', 'drama', 'scifi']",['CA'],,tt6243140,5.8,9618.0,18.267,5.843
ts78558,Queer Eye,SHOW,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",2018,TV-14,47,['reality'],['US'],6.0,tt7259746,8.5,19495.0,24.046,7.8
tm372486,All Good,MOVIE,"If you don‘t see things as a problem, you don‘t have one. This is the attitude Janne is trying to maintain towards the fact of being raped by the brother-in-law of her new boss. In the aftermath of her private bankruptcy, she needs a job and hates the idea of being a victim. Still, remaining silent about the incident has its consequences.",2018,,93,"['drama', 'european']",['DE'],,tt7776430,6.5,1486.0,5.498,6.0
ts76869,Violet Evergarden,SHOW,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning.

Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.",2018,TV-14,25,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],1.0,tt7078180,8.4,24458.0,48.958,8.6
ts83999,Hilda,SHOW,"Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.",2018,TV-Y7,25,"['scifi', 'drama', 'family', 'fantasy', 'animation', 'comedy']",['GB'],2.0,tt6385540,8.5,11644.0,23.8,8.2
tm362121,Time Share,MOVIE,"While staying at a tropical resort, a man becomes convinced the American timeshare company running it has an evil plan to take away his loved ones.",2018,,96,"['drama', 'horror', 'thriller', 'european']","['MX', 'NL']",,tt6444140,5.9,2919.0,5.482,5.6
tm139870,Opening Night,MOVIE,A failed Broadway singer who now works as a production manager must save opening night on his new production by wrangling his eccentric cast and crew.,2017,,90,"['comedy', 'thriller', 'drama', 'action', 'crime']",['US'],,tt4156972,6.0,2767.0,8.151,5.9
tm413955,A Fortunate Man,MOVIE,"On his quest for happiness, Per decides to leave Jutland and an upbringing in a strict religious home. He runs from his family and his patriarch father, and sets sail towards Copenhagen to become an engineer. Parallel to his studies, he works on a visionary energy project based on wind and wave energy, a project so much ahead of its time, that professors consider him insane and far too self-confident. However, Per’s project becomes a success and he marries the beautiful Jakobe who is a part of a wealthy Jewish family. One would imagine that Per’s happiness now is made. But Per’s childhood keeps haunting him and his dogmatic family cannot accept his new life. Despite his luck and success, Per is unable to fully cut the strings to his strict religious background, and he now fears that he will repeat his father’s patriarchist behavior.",2018,,162,"['drama', 'romance', 'european']",['DK'],,tt8436026,7.2,6682.0,10.195,6.727
tm238587,Shepherds and Butchers,MOVIE,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,2017,R,106,"['drama', 'crime']","['DE', 'ZA', 'US']",,tt5163138,6.8,2986.0,5.073,6.4
tm280828,The Babysitter,MOVIE,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",2017,R,85,"['horror', 'comedy']",['US'],,tt4225622,6.4,86953.0,31.273,6.1
ts85967,Bumping Mics with Jeff Ross & Dave Attell,SHOW,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.",2018,TV-MA,36,['comedy'],['US'],1.0,tt9203078,7.7,1257.0,1.409,7.8
ts57210,Valor,SHOW,"The boundaries between military discipline and human desire are tested on a U.S. Army base that houses an elite unit of helicopter pilots trained to perform clandestine international and domestic missions. The drama unfolds in the present as well as in flashbacks to a failed mission involving one of the first female pilots in the unit, ultimately uncovering layers of personal and government/military secrets and leading to a season-long plan to rescue a group of MIA soldiers.",2017,TV-14,42,['drama'],['US'],1.0,tt6503244,5.9,3280.0,7.696,6.4
ts84328,The Bureau of Magical Things,SHOW,"When ordinary teenager Kyra touches a mysterious book, she is transformed into a Tri-ling-–part-human, part-fairy and part-elf. In addition to acquiring amazing magical powers, Kyra discovers a secret world of magic all around her.",2018,TV-G,24,"['scifi', 'drama', 'family', 'fantasy']",['AU'],2.0,tt7153034,6.8,2653.0,20.183,7.534
tm429382,Nappily Ever After,MOVIE,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",2018,NC-17,98,"['comedy', 'drama', 'romance']",['US'],,tt0365545,6.4,9483.0,19.826,7.2
ts82424,13 Reasons Why: Beyond the Reasons,SHOW,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",2017,TV-MA,38,['documentation'],['US'],3.0,tt8615966,6.3,351.0,7.313,5.848
ts79422,Nailed It!,SHOW,"Home bakers with a terrible track record take a crack at re- creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.",2018,TV-PG,33,['reality'],['US'],7.0,tt6987788,7.4,5092.0,15.564,7.3
ts79234,The Boss Baby: Back in Business,SHOW,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.",2018,TV-G,23,"['comedy', 'action', 'family', 'fantasy', 'animation']",['US'],4.0,tt7741824,6.5,3966.0,33.879,7.0
ts84602,Superwog,SHOW,"Follow Superwog and best friend Johnny as their misadventures cause Superwog's primitive, highly-strung father stress as he battles to keep his delusional, but loyal wife happy.",2018,TV-MA,22,['comedy'],['AU'],2.0,tt7786486,7.4,610.0,5.636,6.429
